nid,tnid,type,title,field_heading,body,field_featured_article,field_category,field_global_taxonomy,field_headline,language,fid,filename,field_image,field_image_alt,field_image_title,field_sub_headline,user_id,author,created,field_weight,alias_path,promote,status,sticky,field_hero_agent_toggle,field_hero_contact_toggle,field_hero_contact_toggle_es,field_hero_modal_toggle,shamrock_user,landing_page_categories,admin_description
1194,0,Landing Page,Easily and Conveniently Manage Your Daily Operations,Easily and Conveniently Manage Your Daily Operations,"<!--<img style=""max-width: 600px !important; width: 100%;"" src=""/sites/default/files/credit-3hbifs.jpg"">-->

<ul>
	<li>Manage your fleet</li>
	<li>Enter and view loads</li>
	<li>Invoice loads directly to customers or into your factoring account</li>
	<li>Export invoices and paperwork</li>
	<li>Convenient mobile and web access</li>
</ul>
",,,,,English,,,,,,RTS Pro Load Management is a simple and user-friendly transportation management feature designed to help you manage your day-to-day operations.,28,wjorgensen,1597781392,,/lp/rtspro-load-management,1,1,0,,,,,,"factoring, rtspro",
1320,0,Landing Page,Helping Fleets Save Money on Fuel and Factoring,Helping Fleets Save Money on Fuel and Factoring,"<h3>RTS Financial Factoring Services</h3>

<ul>
	<li>Competitive advance rates</li>
	<li>Same-day funding with no hidden fees</li>
	<li>Convenient mobile and web app for online access</li>
	<li>Back-office support, including invoicing and collections</li>
</ul>

<h3>Pilot Company Fuel Services</h3>

<ul>
	<li>Access to competitive pricing and fuel savings at more than 750 fueling locations across the Pilot Flying J Travel Center network and the One9 Fuel Network</li>
	<li>Enhanced customer portal to manage fuel accounts</li>
	<li>Loyalty rewards</li>
	<li>Truck maintenance</li>
</ul>

<p>For more information or to apply for bundled services, please call (866) 779-7670 or fill out the form.</p>
",,,,,English,,,,,,RTS Financial and Pilot Company have partnered to offer fuel and factoring solutions to keep your cash flowing and business moving.,28,wjorgensen,1609358694,,/lp/pfj-press,1,1,0,,,,,,"factoring, rtspro",
1321,0,Landing Page,Bundle Your Fuel and Factoring,Bundle Your Fuel and Factoring,"<h3>RTS Financial Factoring Services</h3>

<ul>
	<li>Competitive advance rates</li>
	<li>Same-day funding with no hidden fees</li>
	<li>Convenient mobile and web app for online access</li>
	<li>Back-office support, including invoicing and collections</li>
</ul>

<h3>Pilot Company Fuel Services</h3>

<ul>
	<li>Access to competitive pricing and fuel savings at more than 1,000 fueling locations across the Pilot Flying J Travel Center network and the One9 Fuel Network</li>
	<li>Enhanced customer portal to manage fuel accounts</li>
	<li>Loyalty rewards</li>
	<li>Truck maintenance</li>
</ul>

<p>For more information or to apply for bundled services, please fill out the form.</p>

<div style=""margin-bottom: 120px;""> </div>
",,,,,English,,,,,,RTS Financial and Pilot Company have partnered to offer fuel and factoring solutions to keep your cash flowing and business moving.,28,wjorgensen,1609358957,,/lp/pfj-mkt,1,1,0,,,,,,"factoring, rtspro",
1417,0,Landing Page,"Average Savings of 25¢ Per Gallon at 2,000+ Fuel Stations","Average Savings of 25¢ Per Gallon at 2,000+ Fuel Stations","<div class=""view view-fuel-features view-id-fuel_features view-display-id-default view-dom-id-047e4537eac73a1182c82caa888850cc contextual-links-region"">
      <div class=""contextual-links-wrapper""><ul class=""contextual-links""><li class=""views-ui-edit first last""><a href=""/admin/structure/views/view/fuel_features/edit/default?destination=exportlandingpage"">Edit view</a></li></ul></div>  
  
  
      <div class=""view-content"">
        <div class=""views-row views-row-1 views-row-odd views-row-first"">
      
  <div class=""views-field views-field-title"">        <h3 class=""field-content display4"">Save 25¢ per Gallon</h3>  </div>  
  <div class=""views-field views-field-field-description-60"">        <div class=""field-content gray"">Save an average of 25¢ per gallon at over 2,000 fuel stations.</div>  </div>  </div>
  <div class=""views-row views-row-2 views-row-even"">
      
  <div class=""views-field views-field-title"">        <h3 class=""field-content display4"">$2,500 Line of Credit</h3>  </div>  
  <div class=""views-field views-field-field-description-60"">        <div class=""field-content gray"">Get as much as $2,500 per truck, per week.</div>  </div>  </div>
  <div class=""views-row views-row-3 views-row-odd"">
      
  <div class=""views-field views-field-title"">        <h3 class=""field-content display4"">More Than 2,000 Fuel Stations</h3>  </div>  
  <div class=""views-field views-field-field-description-60"">        <div class=""field-content gray"">Find discounts at thousands of fuel stations, including Pilot Flying J, Sapp Bros., Casey's and more.</div>  </div>  </div>
  <div class=""views-row views-row-4 views-row-even"">
      
  <div class=""views-field views-field-title"">        <h3 class=""field-content display4"">RTS Pro Mobile App</h3>  </div>  
  <div class=""views-field views-field-field-description-60"">        <div class=""field-content gray"">Use our mobile app to find the lowest fuel prices along your route.</div>  </div>  </div>
  <div class=""views-row views-row-5 views-row-odd"">
      
  <div class=""views-field views-field-title"">        <h3 class=""field-content display4"">Pilot Flying J Discounts</h3>  </div>  
  <div class=""views-field views-field-field-description-60"">        <div class=""field-content gray"">Get point-of-sale fuel discounts at more than 750 Pilot Flying J locations nationwide</div>  </div>  </div>
  <div class=""views-row views-row-6 views-row-even views-row-last"">
      
  <div class=""views-field views-field-title"">        <h3 class=""field-content display4"">No Annual Fees</h3>  </div>  
  <div class=""views-field views-field-field-description-60"">        <div class=""field-content gray"">There is no contract and you are not charged yearly card fees.</div>  </div>  </div>
    </div>
  
  
  
  
  
  
</div>",,,,,English,,,,,,"Join 40,000+ carriers in the fastest growing fuel card program in the trucking industry. Contact us today.",28,wjorgensen,1615331510,,/lp/fuel-card-email,1,1,0,,,,,,"factoring, rtspro",
1433,0,Landing Page,Get Up to 30% Off in Additional Savings,Get Up to 30% Off in Additional Savings,"<h3>RTS Financial Factoring Services</h3>

<ul>
	<li>Competitive advance rates</li>
	<li>Same-day funding with no hidden fees</li>
	<li>Convenient mobile and web app for online access</li>
	<li>Back-office support, including invoicing and collections</li>
</ul>

<h3>Pilot Company Fuel Services</h3>

<ul>
	<li>Access to competitive pricing and fuel savings at more than 750 fueling locations across the Pilot Flying J Travel Center network and the One9 Fuel Network</li>
	<li>Enhanced customer portal to manage fuel accounts</li>
	<li>Loyalty rewards</li>
	<li>Truck maintenance</li>
</ul>

<p>For more information or to apply for bundled services, please fill out the form.</p>

<div style=""margin-bottom: 120px;""> </div>
",,,,,English,,,,,,"When you bundle fuel and factoring services from RTS Financial and Pilot Company, you save up to 30% more, helping you cut costs and increase cash flow. ",28,wjorgensen,1616701434,,/lp/pfj-mkt-fuel,1,1,0,,,,,,"factoring, rtspro",
1439,0,Landing Page,Operations Lead Form,Operations Lead Form,"<h3>RTS Financial Factoring Services</h3>

<ul>
	<li>Competitive advance rates</li>
	<li>Same-day funding with no hidden fees</li>
	<li>Convenient mobile and web app for online access</li>
	<li>Back-office support, including invoicing and collections</li>
</ul>

<h3>Pilot Company Fuel Services</h3>

<ul>
	<li>Access to competitive pricing and fuel savings at more than 750 fueling locations across the Pilot Flying J Travel Center network and the One9 Fuel Network</li>
	<li>Enhanced customer portal to manage fuel accounts</li>
	<li>Loyalty rewards</li>
	<li>Truck maintenance</li>
</ul>

<p>For more information or to apply for bundled services, please fill out the form.</p>

<div style=""margin-bottom: 120px;""> </div>
",,,,,English,,,,,,Use this form to create a fuel or factoring lead in SalesForce.,28,wjorgensen,1617049726,,/lp/ops-lead,1,1,0,,,,,,"factoring, rtspro",
1463,0,Landing Page,Bundle Your Fuel and Factoring,Bundle Your Fuel and Factoring,"<h3>RTS Financial Factoring Services</h3>

<ul>
	<li>Competitive advance rates</li>
	<li>Same-day funding with no hidden fees</li>
	<li>Convenient mobile and web app for online access</li>
	<li>Back-office support, including invoicing and collections</li>
</ul>

<h3>Pilot Company Fuel Services</h3>

<ul>
	<li>Access to competitive pricing and fuel savings at more than 750 fueling locations across the Pilot Flying J Travel Center network and the One9 Fuel Network</li>
	<li>Enhanced customer portal to manage fuel accounts</li>
	<li>Loyalty rewards</li>
	<li>Truck maintenance</li>
</ul>

<p>For more information or to apply for bundled services, please fill out the form.</p>

<div style=""margin-bottom: 120px;""> </div>
",,,,,English,,,,,,RTS Financial and Pilot Company have partnered to offer fuel and factoring solutions to keep your cash flowing and business moving.,28,wjorgensen,1619018554,,/lp/pfj-mkt-fuel-sm,1,1,0,,,,,,"factoring, rtspro",
1637,0,Landing Page,Save on Factoring!,Save on Factoring!,"<h2>(866) 935-2882</h2>

<h3><strong>¡Hablamos español!</strong></h3>

<h3><strong>ਅਸੀਂ ਪੰਜਾਬੀ ਵੀ ਬੋਲਦੇ ਹਾਂ</strong></h3>
",,,,,English,,,,,,Get the best factoring rates and better fuel discounts with RTS and Pilot Company.,31,dschneider,1651263212,,/lp/bundle-and-save-rts-and-pilot-company,1,1,0,,,,,,"factoring, fuel, software",Pilot In-Store Poster (shower hallway)
1638,0,Landing Page,Ready for Bigger Savings and Faster Growth?,Ready for Bigger Savings and Faster Growth?,"<p>When you bundle factoring with fuel, you get same-day funding at a lower factoring rate, better fuel savings and more!</p>

<ul>
	<li>Same-day funding with no hidden fees</li>
	<li>Fuel savings at over 800 stations in the Pilot Flying J and One9 networks</li>
	<li>Free credit data on over 85,000 brokers and shippers</li>
	<li>Simple load management tool for keeping track of your load, fleet and fuel data</li>
	<li>Exclusive load board with access to thousands of available loads</li>
</ul>

<p>Sign up for services today by filling out the form!</p>
",,,,,English,,,,,,"RTS and Pilot Company have partnered to offer an exclusive fuel and factoring bundle. Combine your fuel card program, factoring services and additional benefits for bigger savings and faster growth.",31,dschneider,1651522072,,/lp/ready-bigger-savings-and-faster-growth,1,1,0,,,,,,"factoring, fuel, rtspro",Pilot Kiosk 
1639,0,Landing Page,Save on Factoring!,Save on Factoring!,"<h2>(866) 355-1175</h2>

<h3><strong>¡Hablamos español!</strong></h3>

<h3><strong>ਅਸੀਂ ਪੰਜਾਬੀ ਵੀ ਬੋਲਦੇ ਹਾਂ</strong></h3>
",,,,,English,,,,,,Get the best factoring rates and better fuel discounts with RTS and Pilot Company.,31,dschneider,1651522393,,/lp/save-more-when-you-bundle-padd-1,1,1,0,,,,,,"factoring, fuel, pilot flying j",Pilot Beverage Center - PADD 1 (East Coast)
1645,0,Landing Page,Thank You For Joining Our Network!,Thank You For Joining Our Network!,"<h2>Factoring</h2>

<p>With our factoring services, you get funding on open invoices within 24 hours with simple, transparent pricing and no hidden fees.</p>

<h2>Fuel Card Program</h2>

<p>Save an average of 25¢* at over 2,000 fuel stations and get access to additional discounts on tires and maintenance at over 200 truck care locations throughout our network.</p>

<h2>Bundled Savings</h2>

<p>Combine your fuel card program, factoring services and additional benefits for bigger savings, optimized operations and faster growth.</p>

<h2>Trucking Software</h2>

<p>Our trucking software is customizable, from a free, simplified TMS feature to our fully integrated transportation management solution that combines your operations into one centralized platform.</p>

<h2>RTS Pro</h2>

<p>With RTS Pro, our convenient web and mobile app, you can access thousands of available loads in our exclusive load board, check credit data on over 85,000 brokers and more!</p>

<h3>Remember, when you bundle services, you’re eligible for additional savings like better fuel discounts and lower factoring rates. Fill out the form to get started!</h3>

<p> </p>

<p><small>*<em>These savings are based on fueling information from last quarter’s transactions.</em></small></p>
",,,,,English,,,,,,"By joining the Ryan Transportation carrier network, you’ve become part of a family of brands dedicated to serving the trucking industry for over 35 years. Find out more about our services below.",31,dschneider,1652126818,,/lp/thank-you-joining-our-network,1,1,0,,,,,,"factoring, fuel, rtspro",Onboarding email campaign cross-sell
1654,0,Landing Page,Save on Factoring!,Save on Factoring!,"<h2>(866) 706-1177</h2>

<h3><strong>¡Hablamos español!</strong></h3>

<h3><strong>ਅਸੀਂ ਪੰਜਾਬੀ ਵੀ ਬੋਲਦੇ ਹਾਂ</strong></h3>
",,,,,English,,,,,,Get the best factoring rates and better fuel discounts with RTS and Pilot Company.,31,dschneider,1653333012,,/lp/save-more-when-you-bundle-padd-2,1,1,0,,,,,,"factoring, fuel, pilot flying j",Pilot Beverage Center - PADD 2 (Midwest)
1655,0,Landing Page,Save on Factoring!,Save on Factoring!,"<h2>(866) 351-2556</h2>

<h3><strong>¡Hablamos español!</strong></h3>

<h3><strong>ਅਸੀਂ ਪੰਜਾਬੀ ਵੀ ਬੋਲਦੇ ਹਾਂ</strong></h3>
",,,,,English,,,,,,Get the best factoring rates and better fuel discounts with RTS and Pilot Company.,31,dschneider,1653333178,,/lp/save-more-when-you-bundle-padd-3,1,1,0,,,,,,"factoring, fuel, pilot flying j",Pilot Beverage Center - PADD 3 (Gulf Coast)
1656,0,Landing Page,Save on Factoring!,Save on Factoring!,"<h2>(866) 984-3478</h2>

<h3><strong>¡Hablamos español!</strong></h3>

<h3><strong>ਅਸੀਂ ਪੰਜਾਬੀ ਵੀ ਬੋਲਦੇ ਹਾਂ</strong></h3>
",,,,,English,,,,,,Get the best factoring rates and better fuel discounts with RTS and Pilot Company.,31,dschneider,1653333210,,/lp/save-more-when-you-bundle-padd-4,1,1,0,,,,,,"factoring, fuel, pilot flying j",Pilot Beverage Center - PADD 4 (Rocky Mountain)
1657,0,Landing Page,Save on Factoring!,Save on Factoring!,"<h2>(866) 506-3959</h2>

<h3><strong>¡Hablamos español!</strong></h3>

<h3><strong>ਅਸੀਂ ਪੰਜਾਬੀ ਵੀ ਬੋਲਦੇ ਹਾਂ</strong></h3>
",,,,,English,,,,,,Get the best factoring rates and better fuel discounts with RTS and Pilot Company.,31,dschneider,1653333258,,/lp/save-more-when-you-bundle-padd-5,1,1,0,,,,,,"factoring, fuel, pilot flying j","Pilot Beverage Center - PADD 5 (West Coast, AK, HI)"
1663,0,Landing Page,Thank You For Joining Our Network!,Thank You For Joining Our Network!,"<h2>Factoring</h2>

<p>With our factoring services, you get funding on open invoices within 24 hours with simple, transparent pricing and no hidden fees.</p>

<h2>Fuel Card Program</h2>

<p>Save an average of 25¢* at over 2,000 fuel stations and get access to additional discounts on tires and maintenance at over 200 truck care locations throughout our network.</p>

<h2>Bundled Savings</h2>

<p>Combine your fuel card program, factoring services and additional benefits for bigger savings, optimized operations and faster growth.</p>

<h2>Trucking Software</h2>

<p>Our trucking software is customizable, from a free, simplified TMS feature to our fully integrated transportation management solution that combines your operations into one centralized platform.</p>

<h2>RTS Pro</h2>

<p>With RTS Pro, our convenient web and mobile app, you can access thousands of available loads in our exclusive load board, check credit data on over 85,000 brokers and more!</p>

<h3>Remember, when you bundle services, you’re eligible for additional savings like better fuel discounts and lower factoring rates. Fill out the form to get started!</h3>

<p> </p>

<p><small>*<em>These savings are based on fueling information from last quarter’s transactions.</em></small></p>
",,,,,English,,,,,,"By joining the Ryan Transportation carrier network, you’ve become part of a family of brands dedicated to serving the trucking industry for over 35 years. Find out more about our services below.",31,dschneider,1653661330,,/lp/thank-you-joining-our-network-rmis,1,1,0,,,,,,"factoring, fuel, rtspro",RMIS registration cross-sell
1669,0,Landing Page,Book Your Next Load Using Our Exclusive Load Board,Book Your Next Load Using Our Exclusive Load Board,"<h2>Benefits of our load board:</h2>

<ul>
	<li>Free, exclusive access to thousands of available loads</li>
	<li>Search for loads by trailer type, date and location</li>
	<li>Sort loads by deadhead, price or distance</li>
	<li>Easily find backhauls using our backhaul suggestion feature</li>
	<li>View pricing, negotiate rates and book instantly in the app</li>
</ul>

<h4>For access to our load board, you must register as a carrier in our network. The process is quick and easy and should take about 10 minutes to complete. Get started <a href=""http://ryantranscarriers.rmissecure.com/_s/reg/GeneralRequirementsV2.aspx"">HERE</a>!</h4>

<h4>If you have a question about this feature, or believe you should already have access, please email <a href=""mailto:support@rtspro.com"">support@rtspro.com</a>. </h4>
",,,,,English,,,,,,"With RTS Pro Freight, you can quickly and easily search thousands of available loads to find freight in the lanes you love. ",31,dschneider,1654141124,,/lp/rtspro-freight,1,1,0,,,,,,"factoring, rtspro",RTS Pro feature access landing page (freight)
1671,0,Landing Page,Sign Up for the New Mixed Fleet Card!,Sign Up for the New Mixed Fleet Card!,"<h2>Why Choose Mixed Fleet?</h2>

<ul>
	<li>Discounts on diesel at the pump and no gasoline transaction fees</li>
	<li>Savings and special offers on point-of-sale items</li>
	<li>Universal acceptance at almost any fuel station</li>
	<li>Secure systems and purchasing control</li>
	<li>Real-time transaction data tracking</li>
	<li>Full reporting capabilities</li>
	<li>Access to free credit data on 85,000+ brokers and shippers</li>
	<li>And more!</li>
</ul>
",,,,,English,,,,,,"As the newest offering from RTS, the Mixed Fleet fuel card is designed for fleets with a mix of gasoline and diesel vehicles and is universally accepted at major truck stops and gas stations nationwide.",31,dschneider,1654879113,,/lp/sign-new-mixed-fleet-card,1,1,0,,,,, ,fuel,Google PPC Landing Page
1673,0,Landing Page,Thank You For Visiting Southern Tire Mart at Pilot Flying J,Thank You For Visiting Southern Tire Mart at Pilot Flying J,"<h2>Fuel Card Program</h2>

<p>Save an average of 25¢* at over 2,000 fuel stations and get access to additional discounts on tires and maintenance at over 200 truck care locations throughout our network.</p>

<h2>Factoring</h2>

<p>With our factoring services, you get funding on open invoices within 24 hours with simple, transparent pricing and no hidden fees.</p>

<h2>Bundled Savings</h2>

<p>Combine your fuel card program, factoring services and additional benefits for bigger savings, optimized operations and faster growth.</p>

<h2>Trucking Software</h2>

<p>Our trucking software is fully configurable, from a free, simplified TMS feature to our fully integrated transportation management solution that combines your operations into one centralized platform.</p>

<h2>RTS Pro</h2>

<p>With RTS Pro, our convenient web and mobile app, you can access thousands of available loads in our exclusive load board, check credit data on over 85,000 brokers and more!</p>

<h3>Remember, when you bundle services, you’re eligible for additional savings like better fuel discounts and lower factoring rates. Fill out the form to get started!</h3>

<p> </p>

<p><small>*<em>These savings are based on fueling information from last quarter’s transactions.</em></small></p>
",,,,,English,,,,,,"RTS and Southern Tire Mart have partnered to offer discounts and special offers on tires and maintenance at over 175 service center locations nationwide. As an RTS customer, you also have access to additional services and benefits from our family of brands. ",31,dschneider,1655818300,,/lp/thank-you-visiting-stmp,1,1,0,,,,,,"factoring, freight, fuel",STMP In-Store Signage Landing Page
1674,0,Landing Page,Thank You For Visiting Southern Tire Mart,Thank You For Visiting Southern Tire Mart,"<h2>Fuel Card Program</h2>

<p>Save an average of 25¢* at over 2,000 fuel stations and get access to additional discounts on tires and maintenance at over 200 truck care locations throughout our network.</p>

<h2>Factoring</h2>

<p>With our factoring services, you get funding on open invoices within 24 hours with simple, transparent pricing and no hidden fees.</p>

<h2>Bundled Savings</h2>

<p>Combine your fuel card program, factoring services and additional benefits for bigger savings, optimized operations and faster growth.</p>

<h2>Trucking Software</h2>

<p>Our trucking software is fully configurable, from a free, simplified TMS feature to our fully integrated transportation management solution that combines your operations into one centralized platform.</p>

<h2>RTS Pro</h2>

<p>With RTS Pro, our convenient web and mobile app, you can access thousands of available loads in our exclusive load board, check credit data on over 85,000 brokers and more!</p>

<h3>Remember, when you bundle services, you’re eligible for additional savings like better fuel discounts and lower factoring rates. Fill out the form to get started!</h3>

<p> </p>

<p><small>*<em>These savings are based on fueling information from last quarter’s transactions.</em></small></p>
",,,,,English,,,,,,"RTS and Southern Tire Mart have partnered to offer discounts and special offers on tires and maintenance at over 175 service center locations nationwide. As an RTS customer, you also have access to additional services and benefits from our family of brands. ",31,dschneider,1655818317,,/lp/thank-you-visiting-stm,1,1,0,,,,,,"factoring, rtspro",STM In-Store Signage Landing Page
1697,1697,Landing Page,RTS Financial Application Security Interest and UCC Filing Information,RTS Financial Application Security Interest and UCC Filing Information,"<p>By submitting this application I hereby represent that I have authority to and do grant RTS Financial Service, Inc. and any of its affiliates a security interest in all the real and personal property and proceeds therefrom of both the company as well as my personal assets, including any accounts receivable of the company now existing or arising in the future, equipment, inventory, deposit accounts, chattel paper, instruments, contract rights, and/or insurance proceeds. I acknowledge and authorize (i) that this security interest may be evidenced by a financing statement in the appropriate jurisdiction filed by an agent on behalf of RTS Financial Service, Inc. and (ii) may be amended and expanded by RTS Financial Service, Inc. in a subsequent Factoring Agreement or amendment thereto in its sole discretion and (iii) that any factoring services will not commence until completion of the underwriting process.</p>

<p>Updated 8/9/2022</p>
",,,,,English,,,,,,,31,dschneider,1659995261,,/lp/rts-financial-application-ucc-filing-information,1,1,0,,,,,,factoring,UCC Legal Verbiage - linked from applications
1705,0,Landing Page,Save More When You Bundle,Save More When You Bundle,"<p>When you bundle factoring with fuel, you get same-day funding at a lower factoring rate, better fuel savings and more!</p>

<ul>
	<li>Same-day funding with no hidden fees</li>
	<li>Fuel savings at over 800 stations in the Pilot Flying J and One9 networks</li>
	<li>Free credit data on over 85,000 brokers and shippers</li>
	<li>Simple load management tool for keeping track of your load, fleet and fuel data</li>
	<li>Exclusive load board with access to thousands of available loads</li>
</ul>

<p>Sign up for services today by filling out the form!</p>",,,,,English,,,,,,"RTS and Pilot Company have partnered to offer an exclusive fuel and factoring bundle. Combine your fuel card program, factoring services and additional benefits for bigger savings and faster growth.",31,dschneider,1661372343,,/lp/save-more-when-you-bundle-survey,1,1,0,,,,,,"factoring, fuel, pilot flying j",Pilot Ad Survey
1713,0,Landing Page,California Privacy Rights ,California Privacy Rights ,"<p>California Civil Code Section 1798.83 permits users of our Sites that are California residents to request certain information regarding our disclosure of personal information to third parties for their direct marketing purposes. To make such a request, please send an e‐mail to legalnotices@rtsfinancial.com, or write us at 9300 Metcalf Avenue, Overland Park, KS 66212.</p>

<p>California Privacy Rights</p>

<p>If you are a California resident under the age of 18, and a registered user of any site where this policy is posted, California Business and Professions Code Section 22581 permits you to request and obtain removal of content or information you have publicly posted. To make such a request, please send an email with a detailed description of the specific content or information to legalnotices@rtsfinancial.com. Please be aware that such a request does not ensure complete or comprehensive removal of the content or information you have posted and that there may be circumstances in which the law does not require or allow removal even if requested.</p>

<p>The California Consumer Privacy Act (CCPA) provides consumers (California residents only) with specific rights regarding their personal information. This section describes your rights and explains how to exercise those rights.</p>

<p> </p>

<p><strong>Right to Know and Data Portability</strong></p>

<p>You have the right to request that we disclose certain information to you about our collection and use of your personal information over the past 12 months (the ""right to know""). Once we receive your request and confirm your identity (see Exercising Your Rights to Know or Delete), we will disclose to you:</p>

<ul>
	<li>The categories of personal information we collected about you.</li>
	<li>The categories of sources for the personal information we collected about you.</li>
	<li>Our business or commercial purpose for collecting or selling that personal information.</li>
	<li>The categories of third parties with whom we share that personal information.</li>
	<li>If we sold or disclosed your personal information for a business purpose, two separate lists disclosing:</li>
	<li>sales, identifying the personal information categories that each category of recipient purchased; and</li>
	<li>disclosures for a business purpose, identifying the personal information categories that each category of recipient obtained.</li>
	<li>The specific pieces of personal information we collected about you (also called a data portability request).</li>
</ul>

<p>We do not provide a right to know or data portability disclosure for B2B personal information.</p>

<p> </p>

<p><strong>Right to Delete</strong></p>

<p>You have the right to request that we delete any of your personal information that we collected from you and retained, subject to certain exceptions (the ""right to delete""). Once we receive your request and confirm your identity (see Exercising Your Rights to Know or Delete), we will review your request to see if an exception allowing us to retain the information applies. We may deny your deletion request if retaining the information is necessary for us or our service provider(s) to:</p>

<ol>
	<li>Complete the transaction for which we collected the personal information, provide a good or service that you requested, take actions reasonably anticipated within the context of our ongoing business relationship with you, fulfill the terms of a written warranty or product recall conducted in accordance with federal law, or otherwise perform our contract with you.</li>
	<li>Detect security incidents, protect against malicious, deceptive, fraudulent, or illegal activity, or prosecute those responsible for such activities.</li>
	<li>Debug products to identify and repair errors that impair existing intended functionality.</li>
	<li>Exercise free speech, ensure the right of another consumer to exercise their free speech rights, or exercise another right provided for by law.</li>
	<li>Comply with the California Electronic Communications Privacy Act (Cal. Penal Code § 1546 et. seq.).</li>
	<li>Engage in public or peer-reviewed scientific, historical, or statistical research in the public interest that adheres to all other applicable ethics and privacy laws, when the information's deletion may likely render impossible or seriously impair the research's achievement, if you previously provided informed consent.</li>
	<li>Enable solely internal uses that are reasonably aligned with consumer expectations based on your relationship with us.</li>
	<li>Comply with a legal obligation.</li>
	<li>Make other internal and lawful uses of that information that are compatible with the context in which you provided it.</li>
</ol>

<p>We will delete or deidentify personal information not subject to one of these exceptions from our records and will direct our service providers to take similar action.</p>

<p>We do not provide these deletion rights for B2B personal information.</p>

<p> </p>

<p><strong>Exercising Your Rights to Know or Delete</strong></p>

<p>To exercise your rights to know or delete described above, please submit a request by either:</p>

<ul>
	<li>Emailing us at legalnotices@rtsfinancial.com</li>
	<li>By mail at RTS Financial Service, Inc., Legal Dept., 9300 Metcalf Avenue, Overland Park, KS 66212.</li>
</ul>

<p>Requests submitted by mail or email must have both “California Privacy Rights” in the subject line or heading and an assertion that you are a California resident, otherwise the request will not be considered valid. Only you, or someone legally authorized to act on your behalf, may make a request to know or delete related to your personal information.</p>

<p>You may only submit a request to know twice within a 12-month period. Your request to know or delete must:</p>

<ul>
	<li>Provide sufficient information that allows us to reasonably verify you are the person about whom we collected personal information.</li>
	<li>Describe your request with sufficient detail that allows us to properly understand, evaluate, and respond to it.</li>
</ul>

<p>We cannot respond to your request or provide you with personal information if we cannot verify your identity or authority to make the request and confirm the personal information relates to you.</p>

<p>You do not need to create an account with us to submit a request to know or delete. However, we do consider requests made through your password protected account sufficiently verified when the request relates to personal information associated with that specific account.</p>

<p>We will only use personal information provided in the request to verify the requestor's identity or authority to make it.</p>

<p> </p>

<p><strong>Response Timing and Format</strong></p>

<p>We will confirm receipt of your request within ten (10) business days. If you do not receive confirmation within the 10-day timeframe, please forward your original request to legalnotices@rtsfinancial.com.</p>

<p>If you have an account with us, we will deliver our written response to that account. If you do not have an account with us, we will deliver our written response by mail or electronically, at your option.</p>

<p>Any disclosures we provide will only cover the 12-month period preceding our receipt of your request. The response we provide will also explain the reasons we cannot comply with a request, if applicable. For data portability requests, we will select a format to provide your personal information that is readily useable and should allow you to transmit the information from one entity to another entity without hindrance.</p>

<p>We do not charge a fee to process or respond to your verifiable consumer request unless it is excessive, repetitive, or manifestly unfounded. If we determine that the request warrants a fee, we will tell you why we made that decision and provide you with a cost estimate before completing your request.</p>
",,,,,English,,,,,,,1652,tdavis,1663776362,,/lp/california-privacy-rights,1,1,0,,,,,,,
